Dataset,query_index,SU,LU,alpha_visual_weight,language_weight_1_minus_alpha,is_low_SU_10pct,is_low_language_weight_10pct,is_low_LU_10pct,V2_correct_at_1
AmsterTime,48,0.6076314449310303,0.9264481663703918,0.8993440866470337,0.10065591335296631,False,False,False,True
AmsterTime,49,0.4765715003013611,0.9340691566467285,0.9575799703598022,0.042420029640197754,True,True,False,True
AmsterTime,50,0.5357935428619385,0.9217760562896729,0.9274618625640869,0.07253813743591309,False,True,False,True
AmsterTime,51,0.6855943202972412,0.8694618344306946,0.6619014739990234,0.33809852600097656,False,False,False,True
AmsterTime,52,0.5649268627166748,0.849449872970581,0.7139182090759277,0.28608179092407227,False,False,False,True
AmsterTime,53,0.7264052629470825,0.8626886010169983,0.5771202445030212,0.42287975549697876,False,False,False,False
AmsterTime,54,0.7743144035339355,0.869744062423706,0.558131217956543,0.44186878204345703,False,False,False,True
AmsterTime,55,0.516964316368103,0.8523142337799072,0.7819823622703552,0.21801763772964478,False,False,False,True
AmsterTime,56,0.6203387379646301,0.8014273047447205,0.3598702549934387,0.6401297450065613,False,False,True,True
AmsterTime,57,0.676250696182251,0.861571729183197,0.6337305307388306,0.36626946926116943,False,False,False,True
AmsterTime,58,0.5760700702667236,0.9245673418045044,0.9127166271209717,0.08728337287902832,False,True,False,True
AmsterTime,59,0.5760700702667236,0.9217579364776611,0.9090032577514648,0.09099674224853516,False,False,False,False
AmsterTime,60,0.8705246448516846,0.907631516456604,0.6406701803207397,0.35932981967926025,False,False,False,False
AmsterTime,61,0.9083622694015503,0.9250113368034363,0.6754311919212341,0.32456880807876587,False,False,False,False
AmsterTime,62,0.9138675928115845,0.9383297562599182,0.7145112752914429,0.28548872470855713,False,False,False,True
AmsterTime,63,0.7668983936309814,0.9785652756690979,0.8839983940124512,0.11600160598754883,False,False,False,False
AmsterTime,64,0.7668983936309814,0.9654483199119568,0.8679169416427612,0.13208305835723877,False,False,False,True
AmsterTime,65,0.7177883386611938,0.9423379898071289,0.8609943389892578,0.1390056610107422,False,False,False,False
AmsterTime,66,0.7935549020767212,0.9348266124725342,0.7940962314605713,0.2059037685394287,False,False,False,True
AmsterTime,67,0.8440537452697754,0.9233077764511108,0.721650242805481,0.27834975719451904,False,False,False,False
AmsterTime,68,0.7191702723503113,0.9157989621162415,0.8024619221687317,0.1975380778312683,False,False,False,True
AmsterTime,69,0.502358078956604,0.8490152359008789,0.7847453951835632,0.21525460481643677,True,False,True,True
AmsterTime,70,0.807884156703949,0.9289486408233643,0.767827570438385,0.232172429561615,False,False,False,False
AmsterTime,71,0.6218259930610657,0.8735929727554321,0.753144383430481,0.24685561656951904,False,False,False,False
AmsterTime,72,0.6218259930610657,0.9092729091644287,0.8602877855300903,0.13971221446990967,False,False,False,False
AmsterTime,73,0.8611499071121216,0.8929277062416077,0.5838620066642761,0.4161379933357239,False,False,False,True
AmsterTime,74,0.8611499071121216,0.8816608190536499,0.5279443264007568,0.47205567359924316,False,False,False,False
AmsterTime,75,0.6856811046600342,0.9207514524459839,0.8402253985404968,0.15977460145950317,False,False,False,False
AmsterTime,76,0.7863361239433289,0.8874034881591797,0.6336235404014587,0.36637645959854126,False,False,False,False
AmsterTime,77,0.7863361239433289,0.9221449494361877,0.7655880451202393,0.23441195487976074,False,False,False,False
AmsterTime,78,0.4915803074836731,0.8578727841377258,0.8270214796066284,0.17297852039337158,True,False,False,True
AmsterTime,79,0.6085740327835083,0.9182369709014893,0.8859478235244751,0.1140521764755249,False,False,False,True
AmsterTime,80,0.4418945014476776,0.9316562414169312,0.9646018147468567,0.03539818525314331,True,True,False,True
AmsterTime,81,0.7360795736312866,0.8988370895385742,0.733161211013794,0.26683878898620605,False,False,False,True
AmsterTime,82,0.6189025044441223,0.9448902010917664,0.9167644381523132,0.08323556184768677,False,True,False,False
AmsterTime,83,0.8902027606964111,0.9182431101799011,0.665550172328949,0.334449827671051,False,False,False,False
AmsterTime,84,0.6450283527374268,0.8863621950149536,0.7771365642547607,0.22286343574523926,False,False,False,False
AmsterTime,85,0.8526575565338135,0.8799761533737183,0.527692437171936,0.47230756282806396,False,False,False,False
AmsterTime,86,0.6014231443405151,0.9003093242645264,0.8547540903091431,0.14524590969085693,False,False,False,False
AmsterTime,87,0.7488070726394653,0.9193949103355408,0.7883415222167969,0.21165847778320312,False,False,False,True
AmsterTime,88,0.3884795904159546,0.8482944965362549,0.8827959895133972,0.11720401048660278,True,False,True,True
AmsterTime,89,0.29574286937713623,0.913063645362854,0.9816169738769531,0.018383026123046875,True,True,False,True
AmsterTime,90,0.7377439737319946,0.9369850158691406,0.8383240699768066,0.16167593002319336,False,False,False,False
AmsterTime,91,0.771888017654419,0.9469804763793945,0.8352751731872559,0.16472482681274414,False,False,False,False
AmsterTime,92,0.7278003692626953,0.8813954591751099,0.6695157289505005,0.3304842710494995,False,False,False,False
AmsterTime,93,0.48078328371047974,0.8931188583374023,0.9152697920799255,0.08473020792007446,True,True,False,True
AmsterTime,94,0.9040098190307617,0.7766908407211304,0.07284612208604813,0.9271538853645325,False,False,True,False
AmsterTime,95,0.868013858795166,0.939160943031311,0.7503851056098938,0.2496148943901062,False,False,False,False
AmsterTime,96,0.927000105381012,0.8986984491348267,0.5512070059776306,0.4487929940223694,False,False,False,True
AmsterTime,97,0.927000105381012,0.8732495903968811,0.4232602119445801,0.5767397880554199,False,False,False,False
AmsterTime,98,0.6877440214157104,0.9217891693115234,0.8410437107086182,0.15895628929138184,False,False,False,False
AmsterTime,99,0.8762325048446655,0.8678984642028809,0.4403640031814575,0.5596359968185425,False,False,False,False
AmsterTime,100,0.8732701539993286,0.9501171112060547,0.7743285894393921,0.2256714105606079,False,False,False,False
AmsterTime,101,0.5297702550888062,0.9142885208129883,0.9212630391120911,0.07873696088790894,False,True,False,True
AmsterTime,102,0.8730314373970032,0.93330979347229,0.729947566986084,0.270052433013916,False,False,False,False
AmsterTime,103,0.8428922891616821,0.9129524827003479,0.686326265335083,0.313673734664917,False,False,False,True
AmsterTime,104,0.8256927728652954,0.9199227094650269,0.725825309753418,0.27417469024658203,False,False,False,False
AmsterTime,105,0.725597620010376,0.896901547908783,0.7361956238746643,0.2638043761253357,False,False,False,True
AmsterTime,106,0.8485720157623291,0.9178142547607422,0.6991363763809204,0.3008636236190796,False,False,False,False
AmsterTime,107,0.37451112270355225,0.880103349685669,0.9434678554534912,0.05653214454650879,True,True,False,True
AmsterTime,108,0.5859509706497192,0.8112243413925171,0.46744975447654724,0.5325502157211304,False,False,True,True
AmsterTime,109,0.8244244456291199,0.9332363605499268,0.7668538093566895,0.23314619064331055,False,False,False,True
AmsterTime,110,0.8804870843887329,0.9187030792236328,0.6753603219985962,0.3246396780014038,False,False,False,False
AmsterTime,111,0.6573057174682617,0.8449785113334656,0.5677229166030884,0.4322770833969116,False,False,True,True
AmsterTime,112,0.8962429761886597,0.937214195728302,0.7241106033325195,0.27588939666748047,False,False,False,False
AmsterTime,113,0.44847893714904785,0.8627169132232666,0.875597357749939,0.12440264225006104,True,False,False,True
AmsterTime,114,0.743379533290863,0.8502098917961121,0.48593220114707947,0.5140677690505981,False,False,False,True
AmsterTime,115,0.9469847679138184,0.9296140670776367,0.6619412899017334,0.3380587100982666,False,False,False,False
AmsterTime,116,0.6494201421737671,0.906895101070404,0.834547221660614,0.165452778339386,False,False,False,True
AmsterTime,117,0.5015493035316467,0.9424272179603577,0.9560298919677734,0.04397010803222656,True,True,False,True
AmsterTime,118,0.6409995555877686,0.9158806800842285,0.8610013723373413,0.1389986276626587,False,False,False,False
AmsterTime,119,0.45602062344551086,0.9195947051048279,0.9534662961959839,0.04653370380401611,True,True,False,True
AmsterTime,120,0.834224283695221,0.8718809485435486,0.5037721991539001,0.49622780084609985,False,False,False,False
AmsterTime,121,0.5619490146636963,0.857146680355072,0.7518817186355591,0.24811828136444092,False,False,False,True
AmsterTime,122,0.6793661117553711,0.7881383895874023,0.2245493084192276,0.7754507064819336,False,False,True,False
AmsterTime,123,0.6793661117553711,0.7859014272689819,0.21487003564834595,0.785129964351654,False,False,True,True
AmsterTime,124,0.6793661117553711,0.7749307155609131,0.1716761738061905,0.8283238410949707,False,False,True,False
AmsterTime,125,0.8850610256195068,0.89055335521698,0.5496816039085388,0.4503183960914612,False,False,False,False
AmsterTime,126,0.8262603282928467,0.9417194128036499,0.7871000170707703,0.21289998292922974,False,False,False,False
AmsterTime,127,0.569360613822937,0.8636502027511597,0.7701790928840637,0.22982090711593628,False,False,False,True
AmsterTime,128,0.6266369819641113,0.8720654249191284,0.7417384386062622,0.2582615613937378,False,False,False,True
AmsterTime,129,0.8420643210411072,0.9292100667953491,0.7417119741439819,0.25828802585601807,False,False,False,False
AmsterTime,130,0.7342325448989868,0.9363322257995605,0.8393756151199341,0.16062438488006592,False,False,False,False
AmsterTime,131,0.7591457366943359,0.8680148720741272,0.5664923787117004,0.43350762128829956,False,False,False,True
AmsterTime,132,0.7260594367980957,0.9208751916885376,0.8103410601615906,0.18965893983840942,False,False,False,False
AmsterTime,133,0.8421776294708252,0.939526379108429,0.7702226042747498,0.22977739572525024,False,False,False,False
AmsterTime,134,0.48391616344451904,0.886536717414856,0.9028056859970093,0.09719431400299072,True,False,False,True
AmsterTime,135,0.8092774152755737,0.899983286857605,0.6660535335540771,0.33394646644592285,False,False,False,False
AmsterTime,136,0.49507391452789307,0.8668608665466309,0.850994884967804,0.14900511503219604,True,False,False,True
AmsterTime,137,0.6429110765457153,0.8448757529258728,0.5867646932601929,0.41323530673980713,False,False,True,True
AmsterTime,138,0.7400492429733276,0.9237173795700073,0.8067466020584106,0.19325339794158936,False,False,False,False
AmsterTime,139,0.9221951961517334,0.9074721336364746,0.5949872732162476,0.40501272678375244,False,False,False,False
AmsterTime,140,0.9221951961517334,0.9269431829452515,0.6714127659797668,0.32858723402023315,False,False,False,False
AmsterTime,141,0.7932018637657166,0.9396862983703613,0.8057982921600342,0.19420170783996582,False,False,False,True
AmsterTime,142,0.5568565130233765,0.9373658895492554,0.934697151184082,0.06530284881591797,False,True,False,True
AmsterTime,143,0.4579513669013977,0.8730428218841553,0.8923782706260681,0.10762172937393188,True,False,False,True
AmsterTime,144,0.341253399848938,0.9288746118545532,0.9807536005973816,0.019246399402618408,True,True,False,True
AmsterTime,145,0.5141565799713135,0.901587963104248,0.9112710952758789,0.0887289047241211,False,False,False,True
AmsterTime,146,0.8162115216255188,0.892182469367981,0.6248332262039185,0.37516677379608154,False,False,False,False
AmsterTime,147,0.7137186527252197,0.8807269334793091,0.6821585893630981,0.31784141063690186,False,False,False,False
AmsterTime,148,0.4534289836883545,0.8264893889427185,0.745313823223114,0.254686176776886,True,False,True,True
AmsterTime,149,0.7525068521499634,0.9101979732513428,0.7574371695518494,0.24256283044815063,False,False,False,False
AmsterTime,150,0.8015902042388916,0.8811327815055847,0.5868823528289795,0.4131176471710205,False,False,False,True
AmsterTime,151,0.7522532939910889,0.8961604833602905,0.7068945169448853,0.29310548305511475,False,False,False,False
AmsterTime,152,0.6023565530776978,0.9281030297279358,0.9043988585472107,0.0956011414527893,False,False,False,True
AmsterTime,153,0.822935163974762,0.8456265330314636,0.37107256054878235,0.62892746925354,False,False,True,False
AmsterTime,154,0.8923829793930054,0.8902891874313354,0.5415785312652588,0.4584214687347412,False,False,False,False
AmsterTime,155,0.7522532939910889,0.9076036214828491,0.7490483522415161,0.2509516477584839,False,False,False,False
AmsterTime,156,0.8757433891296387,0.8384183049201965,0.2867176830768585,0.7132823467254639,False,False,True,False
AmsterTime,157,0.8067696690559387,0.9002963304519653,0.6698005795478821,0.3301994204521179,False,False,False,True
AmsterTime,158,0.4862298369407654,0.8230289220809937,0.6852461099624634,0.3147538900375366,True,False,True,True
AmsterTime,159,0.3162270188331604,0.9095022678375244,0.9776008725166321,0.02239912748336792,True,True,False,True
AmsterTime,160,0.3945220410823822,0.927045464515686,0.9719561338424683,0.02804386615753174,True,True,False,True
AmsterTime,161,0.3885812759399414,0.8963749408721924,0.9546432495117188,0.04535675048828125,True,True,False,True
AmsterTime,162,0.47795650362968445,0.9527665376663208,0.9667839407920837,0.03321605920791626,True,True,False,True
AmsterTime,163,0.40658479928970337,0.8943484425544739,0.947253942489624,0.05274605751037598,True,True,False,True
AmsterTime,164,0.5766047239303589,0.8323816061019897,0.6086218953132629,0.39137810468673706,False,False,True,True
AmsterTime,165,0.45589137077331543,0.9255079030990601,0.9576066732406616,0.04239332675933838,True,True,False,True
AmsterTime,166,0.31589174270629883,0.9320661425590515,0.9845065474510193,0.015493452548980713,True,True,False,True
AmsterTime,167,0.821921169757843,0.9140990972518921,0.709052324295044,0.29094767570495605,False,False,False,True
AmsterTime,168,0.4097943902015686,0.7607083320617676,0.42856094241142273,0.5714390277862549,True,False,True,True
AmsterTime,169,0.49566102027893066,0.823279857635498,0.6734574437141418,0.32654255628585815,True,False,True,True
AmsterTime,170,0.894064724445343,0.9067615270614624,0.6161301732063293,0.38386982679367065,False,False,False,False
AmsterTime,171,0.769660234451294,0.8331283330917358,0.357906311750412,0.6420936584472656,False,False,True,False
AmsterTime,172,0.769660234451294,0.8948293924331665,0.6838825941085815,0.31611740589141846,False,False,False,False
AmsterTime,173,0.885719895362854,0.8802404999732971,0.49686288833618164,0.5031371116638184,False,False,False,True
AmsterTime,174,0.769660234451294,0.8592643737792969,0.5059446692466736,0.4940553307533264,False,False,False,False
AmsterTime,175,0.7114884853363037,0.902719259262085,0.7699300646781921,0.23006993532180786,False,False,False,True
AmsterTime,176,0.7293563485145569,0.9438452124595642,0.8564704656600952,0.14352953433990479,False,False,False,False
AmsterTime,177,0.3743767738342285,0.8814457654953003,0.9449818134307861,0.05501818656921387,True,True,False,True
AmsterTime,178,0.7109047174453735,0.8657554388046265,0.6125006079673767,0.3874993920326233,False,False,False,True
AmsterTime,179,0.6150305271148682,0.8623074293136597,0.7126718163490295,0.28732818365097046,False,False,False,True
AmsterTime,180,0.84346604347229,0.9017372727394104,0.6406828761100769,0.3593171238899231,False,False,False,False
AmsterTime,181,0.7000094056129456,0.9092165231704712,0.7999130487442017,0.20008695125579834,False,False,False,True
AmsterTime,182,0.6511658430099487,0.9120974540710449,0.8456751704216003,0.15432482957839966,False,False,False,False
AmsterTime,183,0.848277747631073,0.9221601486206055,0.7143662571907043,0.28563374280929565,False,False,False,False
AmsterTime,184,0.8396168947219849,0.8880583047866821,0.5815925002098083,0.41840749979019165,False,False,False,False
AmsterTime,185,0.5408087372779846,0.9499220848083496,0.9496103525161743,0.050389647483825684,False,True,False,True
AmsterTime,186,0.4464149475097656,0.8552862405776978,0.8578658103942871,0.1421341896057129,True,False,False,True
AmsterTime,187,0.5993809103965759,0.9430772066116333,0.9232848286628723,0.07671517133712769,False,True,False,True
AmsterTime,188,0.47414469718933105,0.923515796661377,0.9510705471038818,0.048929452896118164,True,True,False,True
AmsterTime,189,0.8737825155258179,0.9370864033699036,0.740371823310852,0.25962817668914795,False,False,False,False
AmsterTime,190,0.28327587246894836,0.7382290363311768,0.4967367649078369,0.5032632350921631,True,False,True,True
AmsterTime,191,0.8684501051902771,0.8096681833267212,0.17059031128883362,0.8294097185134888,False,False,True,False
AmsterTime,192,0.5723214149475098,0.8993227481842041,0.8729613423347473,0.12703865766525269,False,False,False,True
AmsterTime,193,0.3019571304321289,0.9322654008865356,0.9859262704849243,0.014073729515075684,True,True,False,True
AmsterTime,194,0.8378608226776123,0.8612644076347351,0.44201895594596863,0.557981014251709,False,False,False,False
AmsterTime,195,0.6335960626602173,0.9373235702514648,0.9008371829986572,0.09916281700134277,False,False,False,False
AmsterTime,196,0.7118896245956421,0.862369179725647,0.5933436155319214,0.4066563844680786,False,False,False,True
AmsterTime,197,0.4775415062904358,0.9182707071304321,0.9457622766494751,0.0542377233505249,True,True,False,True
AmsterTime,198,0.4241521954536438,0.8112672567367554,0.7094250321388245,0.29057496786117554,True,False,True,True
AmsterTime,199,0.6698368787765503,0.9393950700759888,0.8843926787376404,0.11560732126235962,False,False,False,True
AmsterTime,200,0.510009765625,0.8343477845191956,0.7109277844429016,0.2890722155570984,True,False,True,True
AmsterTime,201,0.4719467759132385,0.8963494300842285,0.9240881204605103,0.07591187953948975,True,True,False,True
AmsterTime,202,0.6760392189025879,0.8537302017211914,0.5920065641403198,0.4079934358596802,False,False,False,False
AmsterTime,203,0.4574878513813019,0.871070384979248,0.888534426689148,0.11146557331085205,True,False,False,True
AmsterTime,204,0.7915560007095337,0.9354908466339111,0.7971776127815247,0.20282238721847534,False,False,False,False
AmsterTime,205,0.8181824684143066,0.827134370803833,0.27944785356521606,0.7205521464347839,False,False,True,False
AmsterTime,206,0.7532004117965698,0.9238975644111633,0.7970146536827087,0.20298534631729126,False,False,False,False
AmsterTime,207,0.8587340116500854,0.8729276657104492,0.48440811038017273,0.5155918598175049,False,False,False,False
AmsterTime,208,0.9528654217720032,0.9239484667778015,0.6370463967323303,0.3629536032676697,False,False,False,False
AmsterTime,209,0.6637412309646606,0.9292924404144287,0.8717051148414612,0.12829488515853882,False,False,False,True
AmsterTime,210,0.7607181668281555,0.9133075475692749,0.7602117657661438,0.2397882342338562,False,False,False,False
AmsterTime,211,0.5639287233352661,0.9397602081298828,0.9341928958892822,0.06580710411071777,False,True,False,True
AmsterTime,212,0.48408401012420654,0.8745170831680298,0.8784850239753723,0.12151497602462769,True,False,False,True
AmsterTime,213,0.9150598645210266,0.9439516067504883,0.7297936081886292,0.27020639181137085,False,False,False,False
AmsterTime,214,0.6837043762207031,0.9517388343811035,0.8938382863998413,0.10616171360015869,False,False,False,True
AmsterTime,215,0.8535754084587097,0.8968321084976196,0.6093334555625916,0.39066654443740845,False,False,False,False
AmsterTime,216,0.9220635294914246,0.9223767518997192,0.6550832390785217,0.34491676092147827,False,False,False,False
AmsterTime,217,0.6574435234069824,0.9376496076583862,0.8886847496032715,0.11131525039672852,False,False,False,True
AmsterTime,218,0.875575065612793,0.820209264755249,0.20593614876270294,0.7940638661384583,False,False,True,True
AmsterTime,219,0.8768984079360962,0.9332432746887207,0.7267992496490479,0.27320075035095215,False,False,False,False
AmsterTime,220,0.749066948890686,0.902145266532898,0.7328342795372009,0.2671657204627991,False,False,False,False
AmsterTime,221,0.7091614007949829,0.9211568832397461,0.8239243626594543,0.17607563734054565,False,False,False,False
AmsterTime,222,0.39628782868385315,0.857007622718811,0.8972374796867371,0.10276252031326294,True,False,False,True
AmsterTime,223,0.809802770614624,0.8990288376808167,0.6615176796913147,0.3384823203086853,False,False,False,False
AmsterTime,224,0.669417142868042,0.9322401285171509,0.8733076453208923,0.12669235467910767,False,False,False,False
AmsterTime,225,0.7716145515441895,0.9071042537689209,0.7295601963996887,0.2704398036003113,False,False,False,True
AmsterTime,226,0.8763828277587891,0.9028803110122681,0.615105926990509,0.38489407300949097,False,False,False,False
AmsterTime,227,0.8373997211456299,0.9535128474235535,0.8055731654167175,0.19442683458328247,False,False,False,False
AmsterTime,228,0.8109028339385986,0.9276745319366455,0.761852502822876,0.23814749717712402,False,False,False,False
AmsterTime,229,0.7869599461555481,0.8767591118812561,0.5806522369384766,0.41934776306152344,False,False,False,True
AmsterTime,230,0.720457136631012,0.8663783669471741,0.6041083335876465,0.3958916664123535,False,False,False,False
AmsterTime,231,0.720457136631012,0.8895580172538757,0.7127649188041687,0.2872350811958313,False,False,False,False
AmsterTime,232,0.9121013879776001,0.9424797296524048,0.7277798652648926,0.2722201347351074,False,False,False,False
AmsterTime,233,0.3957979679107666,0.920634388923645,0.9687251448631287,0.03127485513687134,True,True,False,True
AmsterTime,234,0.4732111394405365,0.9252836108207703,0.9526536464691162,0.04734635353088379,True,True,False,True
AmsterTime,235,0.8450209498405457,0.9063403606414795,0.6585100293159485,0.3414899706840515,False,False,False,False
AmsterTime,236,0.8400105834007263,0.9304818511009216,0.7470818758010864,0.2529181241989136,False,False,False,False
AmsterTime,237,0.6431536674499512,0.9330142736434937,0.8897310495376587,0.11026895046234131,False,False,False,True
AmsterTime,238,0.912013053894043,0.9111648797988892,0.6192721724510193,0.3807278275489807,False,False,False,False
AmsterTime,239,0.8875415325164795,0.9067797660827637,0.6219508051872253,0.37804919481277466,False,False,False,False
AmsterTime,240,0.614997386932373,0.9046549797058105,0.8549173474311829,0.14508265256881714,False,False,False,True
AmsterTime,241,0.7635776996612549,0.9292436838150024,0.8026698231697083,0.19733017683029175,False,False,False,True
AmsterTime,242,0.4353773295879364,0.9186928868293762,0.9584950804710388,0.04150491952896118,True,True,False,True
AmsterTime,243,0.45786529779434204,0.8712558746337891,0.8886880874633789,0.1113119125366211,True,False,False,True
AmsterTime,244,0.516902506351471,0.9014486074447632,0.909649670124054,0.09035032987594604,False,False,False,True
AmsterTime,245,0.4872506856918335,0.9440518617630005,0.9605814814567566,0.03941851854324341,True,True,False,True
AmsterTime,246,0.8723033666610718,0.9247068166732788,0.7032269239425659,0.2967730760574341,False,False,False,False
AmsterTime,247,0.8109175562858582,0.8889988660812378,0.6153960824012756,0.38460391759872437,False,False,False,False
AmsterTime,248,0.7291027307510376,0.8953342437744141,0.7268093228340149,0.2731906771659851,False,False,False,False
AmsterTime,249,0.6592584252357483,0.9247524738311768,0.8663274645805359,0.1336725354194641,False,False,False,False
AmsterTime,250,0.7435460686683655,0.9039021730422974,0.7443178296089172,0.25568217039108276,False,False,False,False
AmsterTime,251,0.6836069822311401,0.8957825899124146,0.772639811038971,0.22736018896102905,False,False,False,True
AmsterTime,252,0.7756253480911255,0.9278584718704224,0.7899706363677979,0.21002936363220215,False,False,False,False
AmsterTime,253,0.8399525880813599,0.933955192565918,0.7570182681083679,0.24298173189163208,False,False,False,False
AmsterTime,254,0.9023507237434387,0.9134158492088318,0.6366205811500549,0.36337941884994507,False,False,False,False
AmsterTime,255,0.863118052482605,0.903085470199585,0.6281505227088928,0.3718494772911072,False,False,False,True
AmsterTime,256,0.7710639834403992,0.9349855184555054,0.8108478784561157,0.18915212154388428,False,False,False,False
AmsterTime,257,0.5705931186676025,0.9092654585838318,0.8928812742233276,0.10711872577667236,False,False,False,True
AmsterTime,258,0.897968053817749,0.9321515560150146,0.7073665857315063,0.29263341426849365,False,False,False,True
AmsterTime,259,0.7055689096450806,0.8901740312576294,0.7305936217308044,0.26940637826919556,False,False,False,True
AmsterTime,260,0.7458785772323608,0.9171837568283081,0.7844902276992798,0.21550977230072021,False,False,False,False
AmsterTime,261,0.7280716896057129,0.9038764834403992,0.7585784196853638,0.24142158031463623,False,False,False,False
AmsterTime,262,0.6931591033935547,0.8732938170433044,0.6713254451751709,0.3286745548248291,False,False,False,True
